,Address,City,Latitude,Longitude,State,Restaurant
1838,5260 Eastern Ave SE,Grand Rapids,42.868058000000005,-85.645117,MI,Burger King
1839,983 High Point Street,Randleman,35.821937,-79.823173,NC,Bojangles' Famous Chicken 'n Biscuits
1840,326 East Stumer,Rapid City,44.032634,-103.211224,SD,Arby's
1841,2751 Columbus St,Ottawa,41.370959,-88.83651400000001,IL,KFC
1842,322 Merchants Dr,Knoxville,36.0082,-83.975,TN,McDonald's
1843,301 Market Drive,Lenoir City,35.821548,-84.269667,TN,Bojangles' Famous Chicken 'n Biscuits
1844,102 Sunset Dr,Manning,33.6903,-80.2142,SC,Hardee's
1845,2780 Paxville Hwy,Manning,33.7015,-80.2387,SC,Wendy's
1846,3540 Highway 90,Milton,30.5911,-87.17608,FL,McDonald's
1847,1501 W Fairmont Pkwy,La Porte,29.651428999999997,-95.033862,TX,Waffle House
1848,4172 Elm Springs Rd,Springdale,36.19331,-94.1768,AR,Whataburger
1849,14243 US Highway 412,Huntsville,36.1132,-93.7083,AR,McDonald's
1850,1202 N Walton Blvd,Bentonville,36.38641,-94.22058,AR,Arby's
1851,4219 Woodbine Rd,Milton,30.592187,-87.176002,FL,Waffle House
1852,325 N Calumet Rd,Chesterton,41.6135,-87.0521,IN,George's Gyros Spot
1853,BLDG 5399- Ft. Dix,Fort Dix,40.0128,-74.6225,NJ,Burger King
1854,173 Route 70,Medford,39.9019,-74.83246,NJ,Burger King
1855,4542 Elkhart Rd,Elkhart,41.6271,-85.9101,IN,Jimmy John's
1856,804 North Hwy 65,Marshall,35.9073,-92.6565,AR,McDonald's
1857,1003 Quintard Dr,Oxford,33.60864,-85.82799999999999,AL,Burger King
1858,4615 Miami St,South Bend,41.627634,-86.235686,IN,Arby's
1859,209 W Sample St,South Bend,41.665737,-86.252351,IN,Arby's
1860,138 S Michigan St,South Bend,41.6753,-86.2502,IN,Jimmy John's
1861,824 Lakeshore Dr,Ashland,46.587965000000004,-90.893363,WI,Arby's
1862,4811 Roe Blvd,Mission,39.0411,-94.6385,KS,Burger King
1863,2475 Centerville Rd,Herndon,38.9505,-77.4106,VA,McDonald's
1864,13330 W 87th Pky,Lenexa,38.9715,-94.7404,KS,McDonald's
1865,1125 Egg Harbor Rd,Sturgeon Bay,44.84652,-87.36444,WI,Pizza Hut
1866,1331 Green Bay Road,Sturgeon Bay,44.8202,-87.4089,WI,Arby's
1867,1132 Green Bay Rd,Sturgeon Bay,44.82101,-87.40383,WI,McDonald's
1868,5145 Mae Anne Ave,Reno,39.53399,-119.86639,NV,Burger King
1869,5401 Atlanta Hwy,Montgomery,32.38195,-86.2136,AL,Hardee's
1870,1115 Coliseum Blvd,Montgomery,32.40602,-86.26585,AL,Hardee's
1871,174 Bath Rd,Brunswick,43.907109999999996,-69.91858,ME,Burger King
1872,100 Isaac Shelby Drive,Shelbyville,38.2017,-85.2681,KY,McDonald's
1873,3921 McFarland Blvd,Northport,33.23827,-87.59659,AL,Bojangles' Famous Chicken 'n Biscuits
1874,6601 Highway 69 South,Tuscaloosa,33.1479,-87.54396700000001,AL,Bojangles' Famous Chicken 'n Biscuits
1875,512 S First Ave,La Grange,38.4009,-85.3761,KY,McDonald's
1876,601 Loop 59,Atlanta,33.1263,-94.1786,TX,KFC
1877,56 Calef Highway,Epping,43.028,-71.0746,NH,McDonald's
1878,333 E Highway 290,Dripping Springs,30.191999999999997,-98.084,TX,McDonald's
1879,102 E Main St,Wrightstown,40.0357,-74.6139,NJ,McDonald's
1880,7530 Metcalf Ave,Overland Park,38.992048,-94.66793,KS,Burger King
1881,260 Cane Creek Road,Warrior,33.810393,-86.820357,AL,Taco Bell
1882,609 2nd Ave E,Oneonta,33.948888000000004,-86.470773,AL,Taco Bell
1883,814 N Hwy 7,Blue Springs,39.028,-94.2712,MO,McDonald's
1884,618 Santa Fe St,Olathe,38.884,-94.8064,KS,McDonald's
1885,5150 Hwy 89 East,Walnut Cove,36.312657,-80.14007600000001,NC,Bojangles' Famous Chicken 'n Biscuits
1886,2801 Old Wake Forest Rd,Raleigh,35.8191,-78.6248,NC,McDonald's
1887,916 N Expressway,Brownsville,25.932309,-97.49378,TX,Jack In The Box
1888,9140 E Talking Stick Way,Scottsdale,33.53856,-111.88385,AZ,McDonald's
1889,322 S 77 Sunshine Strip,Harlingen,26.1899,-97.6802,TX,Jack In The Box
1890,1299 Kildare Farm Rd,Cary,35.7623,-78.783,NC,McDonald's
1891,985 US Highway 491,Gallup,35.53595,-108.75936000000002,NM,Wendy's
1892,700 Us Highway 491,Gallup,35.53266,-108.75868999999999,NM,McDonald's
1893,4875 Federal Blvd,Denver,39.7853,-105.0257,CO,Burger King
1894,6500 Glenwood Ave,Raleigh,35.8626,-78.7121,NC,Burger King
1896,17352 Perdido Key Dr,Pensacola,30.2823,-87.5173,FL,Waffle House
1897,423 North Pennsylvania,Independence,37.2273,-95.70700000000001,KS,Arby's
1898,100 Imperial Hwy,Nicholasville,37.8974,-84.5665,KY,McDonald's
1899,910 Wolcott St,Waterbury,41.565459000000004,-73.00846800000001,CT,Subway
1900,3401 Villa Point,Owensboro,37.751754999999996,-87.056178,KY,Arby's
1901,227 Pine Lake Avenue,La Porte,41.617647999999996,-86.733486,IN,Arby's
1902,184 Chase Ave,Waterbury,41.58064,-73.03206,CT,McDonald's
1903,1906 Hwy 64 N,Guymon,36.6986,-101.4839,OK,McDonald's
1904,308 Ferry St,New Haven,41.308209999999995,-72.89574,CT,McDonald's
1905,129 Talcottville Rd,Vernon Rockville,41.830847,-72.495418,CT,Taco Bell
1906,16800 Caldwell Creek Dr,Huntersville,35.4428,-80.8663,NC,Burger King
1907,2104 W Roosevelt Blvd,Monroe,35.006164,-80.557738,NC,Taco Bell
1908,401 W Roosevelt Blvd,Monroe,34.985785,-80.52960300000001,NC,Taco Bell
1909,1303 Albany Ave,Hartford,41.78158,-72.69785999999999,CT,McDonald's
1910,4405 Potter Rd,Matthews,35.08566,-80.69601999999999,NC,McDonald's
1911,6545 Highway 431 South,Owens Cross Roads,34.662596,-86.484261,AL,Arby's
1913,260 New Jersey 23,Franklin,41.1167,-74.5803,NJ,McDonald's
1914,1880 Port Republic Road,Harrisonburg,38.407105,-78.864971,VA,Bojangles' Famous Chicken 'n Biscuits
1915,2668 Douglas Ave,Brewton,31.148979999999998,-87.06655,AL,Whataburger
1916,600 Jonestown Rd,Winston Salem,36.071,-80.3401,NC,Wendy's
1917,2561 S. Highway 27,Somerset,37.1449,-84.6325,KY,Steak 'N Shake
1918,4410 East 10th Street,Greenville,35.5818,-77.3082,NC,McDonald's
1919,5580 S Redwood Rd,Salt Lake City,40.6497,-111.93898,UT,Chick-Fil-A
1920,5550 W 3500 S,Salt Lake City,40.696709999999996,-112.02351000000002,UT,Subway
1922,501 Harper Avenue,Lenoir,35.9159,-81.5346,NC,SONIC Drive-In
1923,1000 W Newton St,Versailles,38.4312,-92.8583,MO,McDonald's
1924,1805 Highway 35 N,Rockport,28.042559999999998,-97.04288000000001,TX,Whataburger
1925,229 Vfw Memorial Dr,Saint Robert,37.819140000000004,-92.14248,MO,Taco Bell
1926,1030 Old Route 66,Saint Robert,37.828340000000004,-92.17669000000001,MO,SONIC Drive-In
1927,209 Saint Robert Blvd,Saint Robert,37.82463,-92.1551,MO,Wendy's
1928,2603 Grand Ave,Carthage,37.143642,-94.31099300000001,MO,Taco Bell
1929,2108 Missouri Blvd,Jefferson City,38.58177,-92.20614,MO,Wendy's
1931,803 West Dixon Blvd,Shelby,35.2826,-81.556,NC,Bojangles' Famous Chicken 'n Biscuits
1932,525 E Industry Dr,Oxford,36.29867,-78.58423,NC,Cook-Out
1933,191 Van Zile Road,Brick,40.0769,-74.1174,NJ,McDonald's
1934,3139 Route 88,Point Pleasant Beach,40.08,-74.0853,NJ,KFC
1935,2820 Bragg Blvd,Fayetteville,35.074232,-78.926887,NC,Burger King
1937,4109 Twin Creek Dr,Bellevue,41.140977,-95.973787,NE,Burger King
1938,2135 County Dr,Petersburg,40.56982,-78.04799,VA,Hardee's
1939,4507 Jefferson Davis Hwy,Richmond,37.46447,-77.44246,VA,Wendy's
1940,11111 Hull Street Rd,Midlothian,37.437,-77.5996,VA,Burger King
1941,14629 Hwy 64 West,Siler City,35.733422,-79.43472,NC,Bojangles' Famous Chicken 'n Biscuits
1942,13925 Hull Street Rd,Midlothian,37.4047,-77.661571,VA,Burger King
1943,1013 N Parham Rd,Henrico,37.59424,-77.566,VA,Burger King
1944,2805 East South Blvd,Montgomery,32.32762,-86.250404,AL,Krystal
1945,5650 Atlanta Hwy,Montgomery,32.381555999999996,-86.205727,AL,Krystal
1946,3201 Atlanta Highway,Montgomery,32.384208,-86.264165,AL,Krystal
1947,1425 Missouri Blvd,Jefferson City,38.57871,-92.19528000000001,MO,McDonald's
1948,12301 Coastal Hwy,Ocean City,38.4287,-75.056,MD,McDonald's
1949,2701 W Broadway,Sedalia,38.705859000000004,-93.258969,MO,Arby's
1950,2669 MacArthur Road,Whitehall,40.645472999999996,-75.49261700000001,PA,Panera Bread
1951,2058 W 1700 S Ste 107,Syracuse,41.0896,-112.06616000000001,UT,Domino's Pizza
1952,5060 State Hwy 873,Schnecksville,40.6781,-75.6143,PA,McDonald's
1953,707 W Jackson St,Mexico,39.1724,-91.8902,MO,Hardee's
1954,3205 Philadelphia Ave,Ocean City,38.360771,-75.073448,MD,Burger King
1955,1533 Freeway Dr,Reidsville,36.3385,-79.6938,NC,Wendy's
1956,195 South Main Street,Tuba City,36.1295,-111.2403,AZ,McDonald's
1957,1896 North 2000 West,Clearfield,41.141493,-112.063882,UT,Arby's
1958,1814 W 2700 N,Ogden,41.307109999999994,-112.02243,UT,Arby's
1959,189 Boston Post Rd W,Marlborough,42.339290000000005,-71.5893,MA,Boston Market
1960,2810 N Main St,Roswell,33.428940000000004,-104.52351999999999,NM,Jimmy John's
1961,2600 Main St NW,Los Lunas,34.814754,-106.76220500000001,NM,Carl's Jr
1962,225 N Sullivan Rd,Veradale,47.659690000000005,-117.19715,WA,Wendy's
1963,613 Cahaba Valley Rd,Pelham,33.335390000000004,-86.78299999999999,AL,Burger King
1964,6510 Paradise Blvd NW,Albuquerque,35.19169,-106.72515,NM,Domino's Pizza
1965,5970 Alameda Blvd NE,Albuquerque,35.184329999999996,-106.57778,NM,Burger King
1966,1611 West Old Route 66,Moriarty,35.009598,-106.062418,NM,Taco Bell
1967,48 I 25 Bypass,Belen,34.697123,-106.773886,NM,Taco Bell
1968,881 E Pulaski Hwy,Elkton,39.6022,-75.80136,MD,Hardee's
1969,1191 Cherokee Street,Marshall,39.107347999999995,-93.214252,MO,Arby's
1970,395 Long Avenue,Hillside,40.699,-74.2362,NJ,McDonald's
1971,7927 Belair Road,Nottingham,39.3737,-76.5086,MD,McDonald's
1972,8515 North Grand River Road,Brighton,42.5431,-83.787,MI,McDonald's
1973,201 W 40 Hwy,Odessa,39.0067,-93.9533,MO,McDonald's
1974,205 Business Loop,Columbia,38.9652,-92.335,MO,McDonald's
1975,603 Santa Cruz Rd,Espanola,35.9979,-106.0628,NM,El Paragua Restaurant
1976,750 E 32nd St,Yuma,32.67,-114.61299,AZ,Taco Bell
1977,3951 S Avenue 3 E,Yuma,32.6561,-114.5807,AZ,Jack In The Box
1980,7900 Shelbyville Rd,Louisville,38.247638,-85.610884,KY,Panera Bread
1984,3701 Diann Marie Rd,Louisville,38.300633000000005,-85.544719,KY,Burger King
1986,1660 State Hwy 38,Mount Holly,39.9819,-74.7801,NJ,McDonald's
1988,8 Oakland Ave,Warwick,41.255408,-74.360072,NY,Burger King
1990,2155 S Sterling St,Morganton,35.72485,-81.65914000000001,NC,Arby's
1991,104 Zane St,Wheeling,40.07148,-80.73378000000001,WV,Burger King
1992,470 E Lagrange Rd,Hanover,38.72334,-85.46795999999999,IN,McDonald's
1993,4141 Mormon Coulee Ct,La Crosse,43.773454,-91.217936,WI,Taco Bell
1994,722 Second St,Manchester,42.97079,-71.47721,NH,Wendy's
1995,1420 Bellefontaine Avenue,Lima,40.730076000000004,-84.078552,OH,Arby's
1996,157 S Highway 27,Somerset,37.049,-84.6267,KY,Wendy's
1997,570 Stillwater Ave,Bangor,44.828491,-68.755113,ME,Subway
1998,42 Emerson Commons Blvd,Parkersburg,39.31248,-81.48193,WV,Burger King
1999,2116 Lafayette Ave,Terre Haute,39.50931,-87.38564000000001,IN,Burger King
2000,4790 S US Highway 41,Terre Haute,39.40802,-87.40905,IN,Burger King
2001,1885 E State Road 163,Clinton,39.6558,-87.4286,IN,KFC
2002,995 W State Road 42,Brazil,39.4458,-87.1245,IN,Burger King
2003,100 N Main St,Middlebury,41.67543,-85.70562,IN,Taco Bell
2004,301 W Hively Ave,Elkhart,41.65919,-85.97063,IN,Wendy's
2005,700 54th St SW,Wyoming,42.86594,-85.68146999999999,MI,Chick-Fil-A
2006,2020 S Sunshine Strip,Harlingen,26.1719,-97.6729,TX,McDonald's
2007,2260 N Expy 77,Brownsville,25.9484,-97.5041,TX,McDonald's
2008,526 N Line St,Columbia City,41.165002,-85.491461,IN,Hardee's
2009,64 Commerce Dr,Hazard,37.29618,-83.21615,KY,Wendy's
2010,3808 Secor Road,Toledo,41.6882,-83.6226,OH,Boston Market
2011,273 Boston Rd,Billerica,42.5747,-71.2821,MA,McDonald's
2012,4022 S Meridian,Puyallup,47.15323,-122.29355,WA,Burger King
2013,807 River Rd,Puyallup,47.20208,-122.30407,WA,Burger King
2014,2718 W Kennewick Ave,Kennewick,46.209516,-119.157979,WA,Taco Bell
2015,930 George Washington Way,Richland,46.279312,-119.27368999999999,WA,Wendy's
2016,2721 W Kennewick Ave,Kennewick,46.208999999999996,-119.1583,WA,McDonald's
2017,1033 George Washington Way,Richland,46.280915,-119.27368,WA,Burger King
2018,7003 W Canal Dr,Kennewick,46.2263,-119.2145,WA,Wendy's
2019,2908 Wheeling Ave,Muncie,40.217202,-85.40111999999999,IN,Arby's
2020,2877 45th St S,Fargo,46.838722,-96.862625,ND,Five Guys
2021,1333 19th Ave N,Fargo,46.90517,-96.80051,ND,Burger King
2022,1009 E Lewis And Clark Pkwy,Clarksville,38.3181,-85.7561,IN,Captain D's Seafood
2023,925 S Broadway,Coos Bay,43.35924,-124.21348,OR,Wendy's
2024,637 South 2nd Street,Central City,37.28559,-87.115246,KY,Arby's
2025,3716 17th St SW,Canton,40.78054,-81.41849,OH,Burger King
2026,1475 N Main St,North Canton,40.895,-81.4065,OH,Burger King
2027,22667 NE Glisan St,Troutdale,45.5282,-122.4303,OR,Carl's Jr
2028,2120 N La Homa Rd,Mission,26.2287,-98.3631,TX,Burger King
2029,287 N Hubbards Lane,Louisville,38.2586,-85.6394,KY,McDonald's
2030,215 US Route 40 West,Richmond,39.826929,-84.904583,IN,Arby's
2031,3250 E Main St,Richmond,39.83123,-84.85725,IN,Domino's Pizza
2032,4360 National Rd E,Richmond,39.8316,-84.8439,IN,Burger King
2033,1015 West Mercury Blvd,Hampton,37.043231,-76.37836899999999,VA,Bojangles' Famous Chicken 'n Biscuits
2034,8300 N Interstate 35,San Antonio,29.51332,-98.39583,TX,Whataburger
2035,1000 S Central Ave,Marshfield,44.6587,-90.18,WI,KFC
2036,1501 N Central Ave,Marshfield,44.6807,-90.1633,WI,Arby's
2037,109 W Upham St,Marshfield,44.680708,-90.164941,WI,Culver's
2038,2128 8th St S,Wisconsin Rapids,44.37585,-89.81778,WI,McDonald's
2039,727 US Hwy 12 Phillips Blvd,Sauk City,43.27162,-89.73093,WI,McDonald's
2040,505 S Robb St,Trinity,30.93931,-95.37501999999999,TX,McDonald's
2041,699 S Military Rd,Fond Du Lac,43.763459999999995,-88.46615,WI,McDonald's
2042,1316 W Ehringhaus St,Elizabeth City,36.29481,-76.24015,NC,McDonald's
2043,709 Ehringhaus Street,Elizabeth City,36.2952,-76.23100000000001,NC,SONIC Drive-In
2044,1330 W Ehringhaus St,Elizabeth City,36.29439,-76.241178,NC,Wendy's
2045,3907 River Rd,Yakima,46.61858,-120.56159,WA,McDonald's
2046,2326 S 1st St,Yakima,46.56738,-120.48528999999999,WA,McDonald's
2047,2441 S Maiers Rd,Moses Lake,47.10272,-119.2487,WA,Arby's
2048,825 N Stratford Rd,Moses Lake,47.139986,-119.278224,WA,McDonald's
2049,1795 Kittleson Rd,Moses Lake,47.10106,-119.24728999999999,WA,McDonald's
2050,203 E Broadway Ave,Moses Lake,47.1297,-119.2814,WA,Taco Time
2051,2401 S Maiers Rd,Moses Lake,47.10333,-119.24962,WA,Taco Bell
2052,11180 Goede Road Suite #1,Edgerton,42.8358,-89.0241,WI,Taco John's
2053,1117 Goede Rd,Edgerton,42.838604,-89.06415600000001,WI,McDonald's
2054,2610 W Court St,Janesville,42.6797,-89.05211,WI,McDonald's
2055,1609 Knickerbocker Rd,San Angelo,31.43076,-100.45535,TX,Chick-Fil-A
2056,1329 S Jackson St,Jacksonville,31.951427000000002,-95.263328,TX,Jack In The Box
2057,516 S Dickenson Dr,Rusk,31.8068,-95.1518,TX,McDonald's
2058,1007 S Wheeler St,Jasper,30.9117,-93.9958,TX,Jack In The Box
2059,1511 E End Blvd N,Marshall,32.555417,-94.350034,TX,Wendy's
2060,618 E End Blvd S,Marshall,32.53951,-94.34916,TX,Taco Bell
2061,208 S 14th St,Kingsville,27.515420000000002,-97.85568,TX,McDonald's
2062,510 S 14th St,Kingsville,27.512459999999997,-97.85551,TX,Whataburger
2063,1404 General Cavazos Blvd,Kingsville,27.4921,-97.8502,TX,Wendy's
2064,911 E King Ave,Kingsville,27.51565,-97.857426,TX,Burger King
2065,1100 E Us Highway 83,Rio Grande City,26.380207000000002,-98.830802,TX,Burger King
2066,390 E Grant St,Roma,26.403482,-98.991782,TX,Burger King
2067,505 US-83,Roma,26.4026,-99.0064,TX,Whataburger
2068,1206 E US Highway 83,Rio Grande City,26.375999999999998,-98.8416,TX,Dairy Queen
2069,4580 E US Highway 83,Rio Grande City,26.368275,-98.79484000000001,TX,KFC
2070,2304 West Travis Street,La Grange,29.9048,-96.9104,TX,McDonald's
2071,620 Omache Drive,Omak,48.418077000000004,-119.50778100000001,WA,Taco Bell
2072,331 S 32nd St,Muskogee,35.7516,-95.4026,OK,Wendy's
2073,1901 N Main St,Muskogee,35.768172,-95.358774,OK,Arby's
2074,2004 N 11th St,Muskogee,35.77016,-95.37602,OK,Chick-Fil-A
2075,1122 N Gulf,Holdenville,35.0872,-96.3889,OK,SONIC Drive-In
2076,424 East Hwy,Holdenville,35.0872,-96.3823,OK,McDonald's
2077,1311 E Jackson St,Hugo,34.0109,-95.4975,OK,KFC
2078,1414 S Muskogee Ave,Tahlequah,35.90113,-94.97478000000001,OK,Arby's
2079,1501 S Muskogee,Tahlequah,35.897,-94.9759,OK,McDonald's
2080,136 W High St,Centralia,46.72538,-122.97456000000001,WA,Quiznos Sub
2081,1850 S Muskogee Ave,Tahlequah,35.892136,-94.97768,OK,Carl's Jr
2082,1429 K St,Fairbury,40.14741,-97.17163000000001,NE,McDonald's
2083,322 4th Ave,Holdrege,40.43799,-99.38365999999999,NE,Subway
2084,900 West B St,Mc Cook,40.1984,-100.6388,NE,Arby's
2085,4111 Schofield Ave Ste 1,Schofield,44.90455,-89.57127,WI,Subway
2086,212 E Hwy 20,Oneill,42.4561,-98.6328,NE,McDonald's
2087,301 Stagecoach Trail I80 Exit 126,Ogallala,41.1164,-101.7112,NE,McDonald's
2088,315 S 11th St,Nebraska City,40.67454,-95.85833000000001,NE,Burger King
2089,2509 S 11th St,Nebraska City,40.65477,-95.85836,NE,Subway
2090,1649 S 11th St,Nebraska City,40.66267,-95.85874,NE,Arby's
2091,300 E Cedar St,Deming,32.27013,-107.75632,NM,Pizza Hut
2092,780 S Gold Ave,Deming,32.26195,-107.75771,NM,Domino's Pizza
2093,1017 W Pine St,Deming,32.2675,-107.7702,NM,Burger Time
2094,330 West Reservoir Road,Woodstock,38.870899,-78.524388,VA,Taco Bell
2095,18838 Park Avenue Plz,Meadville,41.6215,-80.161,PA,KFC
2096,1060 Park Ave,Meadville,41.63479,-80.15443,PA,McDonald's
2097,16830 Conneaut Lake Rd,Meadville,41.623985,-80.199563,PA,McDonald's
2098,1151 Park Ave,Meadville,41.632220000000004,-80.15485,PA,Arby's
2099,1011 Park Ave,Meadville,41.63586,-80.15353,PA,Wendy's
2100,16733 Conneaut Lake Rd,Meadville,41.6226,-80.2014,PA,Burger King
2101,105 Morrisville Plz,Morrisville,44.574,-72.59198,VT,McDonald's
2102,945 Columbia Blvd,Bloomsburg,41.00512,-76.43655,PA,McDonald's
2103,112 Northside Dr,Bennington,42.895614,-73.20491,VT,McDonald's
2104,35 Kocher Dr,Bennington,42.894549,-73.20229599999999,VT,Burger King
2105,748 Main St,Bennington,42.87916,-73.1852,VT,Domino's Pizza
2106,185 Columbia Mall Dr,Bloomsburg,41.015609999999995,-76.48957,PA,KFC
2107,183 Columbia Mall Dr,Bloomsburg,41.015877,-76.490204,PA,Wendy's
2108,5 Northumberland St,Danville,40.96467,-76.61698,PA,Wendy's
2109,1850 E 3rd St,Williamsport,41.2488,-76.9657,PA,KFC
2110,1109 John C Calhoun Dr,Orangeburg,33.4858,-80.863,SC,Hardee's
2111,8409 Old Number Six Hwy,Santee,33.4932,-80.50036999999999,SC,McDonald's
2112,542 North Duncan By-Pass,Union,34.7288,-81.6386,SC,Taco Bell
2113,1726 E 3rd St,Williamsport,41.249891,-76.970505,PA,Arby's
2114,1730 E 3rd St,Williamsport,41.249725,-76.97009200000001,PA,McDonald's
2115,1940 Lycoming Creek Rd,Williamsport,41.256085999999996,-77.0432,PA,McDonald's
2116,300 Lycoming Mall Cir Ste 2029,Muncy,41.239020000000004,-76.82819,PA,Arby's
2117,111 Maynard St,Williamsport,41.233753,-77.01946,PA,Wendy's
2118,1007 N Loyalsock Ave,Montoursville,41.26133,-76.91637,PA,Wendy's
2119,624 Allegheny St,Jersey Shore,41.20428,-77.26290999999999,PA,Arby's
2120,695 John C Calhoun Dr,Orangeburg,33.491147999999995,-80.854839,SC,Taco Bell
2121,190 Memory Ln,York,39.977,-76.6815,PA,KFC
2122,2400 Mount Rose Ave,York,39.958261,-76.682165,PA,Burger King
2123,701 N Sanborn Blvd,Mitchell,43.715443,-98.029753,SD,Taco John's
2124,1500 S Burr St,Mitchell,43.695999,-98.014503,SD,Arby's
2125,1704 N Main St,Mitchell,43.72603,-98.02481,SD,McDonald's
2126,1501 W Havens Ave,Mitchell,43.7018,-98.0445,SD,Dairy Queen
2127,407 E Grand Xing,Mobridge,45.5372,-100.4292,SD,Dairy Queen
2128,2100 Highland Way,Mitchell,43.68891,-98.00764000000001,SD,Quiznos Sub
2129,1015 Cabela Dr,Mitchell,43.690288,-98.01333000000001,SD,Culver's
2130,505 E Sioux Ave,Pierre,44.36379,-100.348476,SD,Pizza Hut
2131,1419 E Wells Ave,Pierre,44.360436,-100.332062,SD,Domino's Pizza
2132,707 E Cherry St,Vermillion,42.78637,-96.92102,SD,Burger King
2133,702 N University St,Vermillion,42.78675,-96.92441,SD,Domino's Pizza
2134,920 E Cherry St,Vermillion,42.786621000000004,-96.918727,SD,Subway
2135,702 N Dakota St,Vermillion,42.78734,-96.92964,SD,McDonald's
2136,762 Bells Hwy,Walterboro,32.9202,-80.6768,SC,Captain D's Seafood
2137,1818 6th Street,Brookings,44.311119,-96.774114,SD,Arby's
2138,403 Main Ave,Brookings,44.30916,-96.798538,SD,Subway
2139,325 Main Street,Adamsville,35.2349,-88.3847,TN,SONIC Drive-In
2140,1911 Hwy 34 West,Dillon,34.419208000000005,-79.415725,SC,Arby's
2141,702 Radford Blvd,Dillon,34.438562,-79.370947,SC,Wendy's
2142,886 E Highway 44,Winner,43.376564,-99.845445,SD,Pizza Hut
2143,526 E 2nd St,Winner,43.376558,-99.85068299999999,SD,McDonald's
2144,502 72nd Byp NW,Greenwood,34.2073,-82.1887,SC,McDonald's
2145,1115 Montague Avenue Ext,Greenwood,34.21275,-82.1794,SC,Subway
2146,573 Bypass 72 N West,Greenwood,34.203,-82.1972,SC,Bojangles' Famous Chicken 'n Biscuits
2147,1205 N Main Street,Lancaster,34.736693,-80.77756099999999,SC,Bojangles' Famous Chicken 'n Biscuits
2148,1501 Highway 9 By-pass West,Lancaster,34.7314,-80.8067,SC,SONIC Drive-In
2149,283 Benedict Ave,Norwalk,41.2257,-82.6006,OH,Burger King
2150,1401 Leesburg Ave,Washington Court House,39.52833,-83.45208000000001,OH,McDonald's
2151,1840 Columbus Ave,Washington Court House,39.55205,-83.4221,OH,Arby's
2152,280 S Elm St,Washington Court House,39.544901,-83.426653,OH,McDonald's
2153,114 E Walton St,Willard,41.04214,-82.7235,OH,Wendy's
2154,387 W Jackson Street,Cookeville,36.155576,-85.517256,TN,Taco Bell
2155,11325 State Hwy 41,West Union,38.7829,-83.5625,OH,McDonald's
2156,740 US Highway 250 East,Ashland,40.8587,-82.2669,OH,McDonald's
2157,1132 E Main St,Ashland,40.8653,-82.2945,OH,KFC
2158,910 Claremont Ave,Ashland,40.86153,-82.32441999999999,OH,Burger King
2159,508 S George Nigh Expy,Mcalester,34.91693,-95.74473,OK,Taco Bell
2160,603 S George Nigh Expy,Mcalester,34.916340000000005,-95.74597,OK,Arby's
2161,2365 Apd 40,Cleveland,35.131,-84.86406,TN,McDonald's
2162,2510 Keith Street,Cleveland,35.183421,-84.872063,TN,Krystal
2163,24 Wales St,Rutland,43.6075,-72.9776,VT,Domino's Pizza
2164,2729 Main St,Rutland,43.630949,-72.976316,VT,Burger King
2165,153 S Main St,Rutland,43.5981,-72.9708,VT,KFC
2166,21 N Main St,Rutland,43.6096,-72.9724,VT,Wendy's
2167,195 Woodstock Ave,Rutland,43.62267,-72.95304,VT,McDonald's
2168,478 S Barre Rd,Barre,44.17394,-72.50665,VT,McDonald's
2169,1331 Us Route 302,Barre,44.22718,-72.55278,VT,Burger King
2170,2008 E Hubbard St,Mineral Wells,32.809159,-98.09644499999999,TX,Jack In The Box
2171,2503 E Hubbard St,Mineral Wells,32.8095,-98.0926,TX,Whataburger
2172,7621 New York 32,Cairo,42.2967,-73.9898,NY,McDonald's
2173,1409 N Kellogg St,Kennewick,46.22623,-119.20808999999998,WA,McDonald's
2174,3507 N Navarro St,Victoria,28.82756,-97.00164000000001,TX,Wendy's
2175,2701 Houston Hwy,Victoria,28.810159999999996,-96.97731,TX,McDonald's
2176,801 S Hwy 35 Byp,Port Lavaca,28.6195,-96.6394,TX,McDonald's
2177,135 Easy St,Wenatchee,47.466556,-120.335093,WA,Arby's
2178,1919 N Wenatchee Ave,Wenatchee,47.4527,-120.3341,WA,Wendy's
2179,1024 Mission St,Wenatchee,47.4367,-120.3242,WA,McDonald's
2180,610 Grant Rd,East Wenatchee,47.40552,-120.28001,WA,Burger King
2181,200 Cummins St,Bowie,33.56045,-97.85103000000001,TX,Chicken Express
2182,2106 S Bridge,Brady,31.1128,-99.3359,TX,McDonald's
2183,518 Lubbock Rd,Brownfield,33.183664,-102.274107,TX,Burger King
2184,2610 W Commerce,Buffalo,31.448,-96.0779,TX,SONIC Drive-In
2185,400 E Heron St,Aberdeen,46.976000000000006,-123.8139,WA,Jack In The Box
2186,1110 E Wishkah St,Aberdeen,46.977332000000004,-123.804794,WA,KFC
2187,1110 E Wishkah St,Aberdeen,46.9776,-123.804,WA,KFC
2188,1120 E Wishkah St,Aberdeen,46.977584,-123.803555,WA,Taco Bell
2189,2301 Avenue F NW,Childress,34.435321,-100.230335,TX,Arby's
2190,812 Hurst Street,Center,31.8025,-94.1919,TX,McDonald's
2191,1502 Tenaha St,Center,31.8112,-94.1943,TX,KFC
2192,864 Hurst St,Center,31.804029999999997,-94.19157,TX,Whataburger
